bbox,class_id,confidence,file_path,filename,source,type
"(224, 99, 987, 538)",0,1.0,barcode_data/0/20201211_1125_rgb.png,20201211_1125_rgb.png,ground_truth,barcode
"(137, 49, 1089, 604)",0,1.0,barcode_data/0/20201211_1126_rgb.png,20201211_1126_rgb.png,ground_truth,barcode
"(210, 141, 938, 483)",0,1.0,barcode_data/0/20201211_1127_rgb.png,20201211_1127_rgb.png,ground_truth,barcode
"(175, 96, 964, 554)",0,1.0,barcode_data/0/20201211_1128_rgb.png,20201211_1128_rgb.png,ground_truth,barcode
"(187, 71, 1015, 558)",0,1.0,barcode_data/0/20201211_1129_rgb.png,20201211_1129_rgb.png,ground_truth,barcode
"(157, 23, 591, 501)",0,1.0,barcode_data/0/20201211_112_rgb.png,20201211_112_rgb.png,ground_truth,barcode
"(192, 28, 985, 612)",0,1.0,barcode_data/0/20201211_1130_rgb.png,20201211_1130_rgb.png,ground_truth,barcode
"(228, 7, 892, 597)",0,1.0,barcode_data/0/20201211_1131_rgb.png,20201211_1131_rgb.png,ground_truth,barcode
"(326, 7, 424, 688)",0,1.0,barcode_data/0/20201211_1143_rgb.png,20201211_1143_rgb.png,ground_truth,barcode
"(267, 22, 528, 676)",0,1.0,barcode_data/0/20201211_1144_rgb.png,20201211_1144_rgb.png,ground_truth,barcode
"(273, 0, 567, 671)",0,1.0,barcode_data/0/20201211_1145_rgb.png,20201211_1145_rgb.png,ground_truth,barcode
"(351, 18, 408, 659)",0,1.0,barcode_data/0/20201211_1146_rgb.png,20201211_1146_rgb.png,ground_truth,barcode
"(262, 12, 510, 675)",0,1.0,barcode_data/0/20201211_1147_rgb.png,20201211_1147_rgb.png,ground_truth,barcode
"(270, 1, 568, 693)",0,1.0,barcode_data/0/20201211_1148_rgb.png,20201211_1148_rgb.png,ground_truth,barcode
"(275, 13, 507, 679)",0,1.0,barcode_data/0/20201211_1149_rgb.png,20201211_1149_rgb.png,ground_truth,barcode
"(171, 22, 562, 512)",0,1.0,barcode_data/0/20201211_114_rgb.png,20201211_114_rgb.png,ground_truth,barcode
"(248, 16, 640, 665)",0,1.0,barcode_data/0/20201211_1150_rgb.png,20201211_1150_rgb.png,ground_truth,barcode
"(288, 0, 560, 697)",0,1.0,barcode_data/0/20201211_1151_rgb.png,20201211_1151_rgb.png,ground_truth,barcode
"(287, 0, 542, 678)",0,1.0,barcode_data/0/20201211_1153_rgb.png,20201211_1153_rgb.png,ground_truth,barcode
"(244, 14, 584, 651)",0,1.0,barcode_data/0/20201211_1154_rgb.png,20201211_1154_rgb.png,ground_truth,barcode
"(228, 18, 580, 663)",0,1.0,barcode_data/0/20201211_1155_rgb.png,20201211_1155_rgb.png,ground_truth,barcode
"(284, 32, 601, 649)",0,1.0,barcode_data/0/20201211_1156_rgb.png,20201211_1156_rgb.png,ground_truth,barcode
"(316, 33, 576, 659)",0,1.0,barcode_data/0/20201211_1157_rgb.png,20201211_1157_rgb.png,ground_truth,barcode
"(298, 25, 594, 655)",0,1.0,barcode_data/0/20201211_1158_rgb.png,20201211_1158_rgb.png,ground_truth,barcode
"(286, 30, 608, 669)",0,1.0,barcode_data/0/20201211_1159_rgb.png,20201211_1159_rgb.png,ground_truth,barcode
"(190, 27, 572, 483)",0,1.0,barcode_data/0/20201211_115_rgb.png,20201211_115_rgb.png,ground_truth,barcode
"(356, 17, 572, 675)",0,1.0,barcode_data/0/20201211_1160_rgb.png,20201211_1160_rgb.png,ground_truth,barcode
"(280, 13, 652, 696)",0,1.0,barcode_data/0/20201211_1161_rgb.png,20201211_1161_rgb.png,ground_truth,barcode
"(389, 18, 472, 693)",0,1.0,barcode_data/0/20201211_1162_rgb.png,20201211_1162_rgb.png,ground_truth,barcode
"(379, 10, 507, 706)",0,1.0,barcode_data/0/20201211_1163_rgb.png,20201211_1163_rgb.png,ground_truth,barcode
"(423, 20, 472, 655)",0,1.0,barcode_data/0/20201211_1164_rgb.png,20201211_1164_rgb.png,ground_truth,barcode
"(334, 35, 500, 648)",0,1.0,barcode_data/0/20201211_1165_rgb.png,20201211_1165_rgb.png,ground_truth,barcode
"(370, 17, 474, 682)",0,1.0,barcode_data/0/20201211_1166_rgb.png,20201211_1166_rgb.png,ground_truth,barcode
"(400, 5, 468, 690)",0,1.0,barcode_data/0/20201211_1167_rgb.png,20201211_1167_rgb.png,ground_truth,barcode
"(392, 16, 446, 678)",0,1.0,barcode_data/0/20201211_1168_rgb.png,20201211_1168_rgb.png,ground_truth,barcode
"(398, 31, 471, 637)",0,1.0,barcode_data/0/20201211_1169_rgb.png,20201211_1169_rgb.png,ground_truth,barcode
"(184, 16, 529, 500)",0,1.0,barcode_data/0/20201211_116_rgb.png,20201211_116_rgb.png,ground_truth,barcode
"(444, 17, 440, 667)",0,1.0,barcode_data/0/20201211_1170_rgb.png,20201211_1170_rgb.png,ground_truth,barcode
"(478, 14, 376, 686)",0,1.0,barcode_data/0/20201211_1171_rgb.png,20201211_1171_rgb.png,ground_truth,barcode
"(441, 11, 416, 692)",0,1.0,barcode_data/0/20201211_1172_rgb.png,20201211_1172_rgb.png,ground_truth,barcode
"(431, 10, 431, 686)",0,1.0,barcode_data/0/20201211_1173_rgb.png,20201211_1173_rgb.png,ground_truth,barcode
"(454, 20, 407, 692)",0,1.0,barcode_data/0/20201211_1174_rgb.png,20201211_1174_rgb.png,ground_truth,barcode
"(474, 9, 383, 694)",0,1.0,barcode_data/0/20201211_1175_rgb.png,20201211_1175_rgb.png,ground_truth,barcode
"(493, 5, 375, 703)",0,1.0,barcode_data/0/20201211_1176_rgb.png,20201211_1176_rgb.png,ground_truth,barcode
"(478, 6, 394, 708)",0,1.0,barcode_data/0/20201211_1177_rgb.png,20201211_1177_rgb.png,ground_truth,barcode
"(470, 3, 412, 710)",0,1.0,barcode_data/0/20201211_1178_rgb.png,20201211_1178_rgb.png,ground_truth,barcode
"(467, 3, 433, 686)",0,1.0,barcode_data/0/20201211_1179_rgb.png,20201211_1179_rgb.png,ground_truth,barcode
"(192, 11, 569, 539)",0,1.0,barcode_data/0/20201211_117_rgb.png,20201211_117_rgb.png,ground_truth,barcode
"(467, 9, 461, 695)",0,1.0,barcode_data/0/20201211_1180_rgb.png,20201211_1180_rgb.png,ground_truth,barcode
"(469, 8, 456, 705)",0,1.0,barcode_data/0/20201211_1181_rgb.png,20201211_1181_rgb.png,ground_truth,barcode
"(455, 7, 488, 704)",0,1.0,barcode_data/0/20201211_1182_rgb.png,20201211_1182_rgb.png,ground_truth,barcode
"(447, 17, 489, 693)",0,1.0,barcode_data/0/20201211_1183_rgb.png,20201211_1183_rgb.png,ground_truth,barcode
"(448, 11, 488, 683)",0,1.0,barcode_data/0/20201211_1184_rgb.png,20201211_1184_rgb.png,ground_truth,barcode
"(415, 18, 520, 678)",0,1.0,barcode_data/0/20201211_1185_rgb.png,20201211_1185_rgb.png,ground_truth,barcode
"(415, 21, 548, 682)",0,1.0,barcode_data/0/20201211_1186_rgb.png,20201211_1186_rgb.png,ground_truth,barcode
"(382, 16, 620, 701)",0,1.0,barcode_data/0/20201211_1187_rgb.png,20201211_1187_rgb.png,ground_truth,barcode
"(383, 12, 656, 697)",0,1.0,barcode_data/0/20201211_1188_rgb.png,20201211_1188_rgb.png,ground_truth,barcode
"(344, 15, 692, 689)",0,1.0,barcode_data/0/20201211_1189_rgb.png,20201211_1189_rgb.png,ground_truth,barcode
"(199, 13, 536, 528)",0,1.0,barcode_data/0/20201211_118_rgb.png,20201211_118_rgb.png,ground_truth,barcode
"(283, 26, 760, 670)",0,1.0,barcode_data/0/20201211_1190_rgb.png,20201211_1190_rgb.png,ground_truth,barcode
"(245, 24, 807, 641)",0,1.0,barcode_data/0/20201211_1191_rgb.png,20201211_1191_rgb.png,ground_truth,barcode
"(183, 29, 851, 623)",0,1.0,barcode_data/0/20201211_1192_rgb.png,20201211_1192_rgb.png,ground_truth,barcode
"(127, 20, 908, 629)",0,1.0,barcode_data/0/20201211_1193_rgb.png,20201211_1193_rgb.png,ground_truth,barcode
"(117, 38, 922, 597)",0,1.0,barcode_data/0/20201211_1194_rgb.png,20201211_1194_rgb.png,ground_truth,barcode
"(89, 17, 972, 596)",0,1.0,barcode_data/0/20201211_1195_rgb.png,20201211_1195_rgb.png,ground_truth,barcode
"(53, 25, 997, 540)",0,1.0,barcode_data/0/20201211_1196_rgb.png,20201211_1196_rgb.png,ground_truth,barcode
"(53, 25, 983, 560)",0,1.0,barcode_data/0/20201211_1197_rgb.png,20201211_1197_rgb.png,ground_truth,barcode
"(47, 34, 975, 544)",0,1.0,barcode_data/0/20201211_1198_rgb.png,20201211_1198_rgb.png,ground_truth,barcode
"(37, 35, 934, 556)",0,1.0,barcode_data/0/20201211_1199_rgb.png,20201211_1199_rgb.png,ground_truth,barcode
"(215, 33, 544, 475)",0,1.0,barcode_data/0/20201211_119_rgb.png,20201211_119_rgb.png,ground_truth,barcode
"(508, 99, 456, 545)",0,1.0,barcode_data/0/20201211_11_rgb.png,20201211_11_rgb.png,ground_truth,barcode
"(43, 8, 995, 503)",0,1.0,barcode_data/0/20201211_1200_rgb.png,20201211_1200_rgb.png,ground_truth,barcode
"(20, 17, 996, 511)",0,1.0,barcode_data/0/20201211_1201_rgb.png,20201211_1201_rgb.png,ground_truth,barcode
"(17, 9, 987, 482)",0,1.0,barcode_data/0/20201211_1202_rgb.png,20201211_1202_rgb.png,ground_truth,barcode
"(53, 73, 939, 412)",0,1.0,barcode_data/0/20201211_1203_rgb.png,20201211_1203_rgb.png,ground_truth,barcode
"(19, 18, 1001, 524)",0,1.0,barcode_data/0/20201211_1204_rgb.png,20201211_1204_rgb.png,ground_truth,barcode
"(20, 35, 944, 452)",0,1.0,barcode_data/0/20201211_1205_rgb.png,20201211_1205_rgb.png,ground_truth,barcode
"(5, 31, 967, 453)",0,1.0,barcode_data/0/20201211_1206_rgb.png,20201211_1206_rgb.png,ground_truth,barcode
"(11, 32, 960, 420)",0,1.0,barcode_data/0/20201211_1207_rgb.png,20201211_1207_rgb.png,ground_truth,barcode
"(23, 30, 916, 439)",0,1.0,barcode_data/0/20201211_1208_rgb.png,20201211_1208_rgb.png,ground_truth,barcode
"(1, 21, 920, 475)",0,1.0,barcode_data/0/20201211_1209_rgb.png,20201211_1209_rgb.png,ground_truth,barcode
"(160, 18, 667, 550)",0,1.0,barcode_data/0/20201211_120_rgb.png,20201211_120_rgb.png,ground_truth,barcode
"(26, 13, 928, 458)",0,1.0,barcode_data/0/20201211_1210_rgb.png,20201211_1210_rgb.png,ground_truth,barcode
"(6, 10, 922, 459)",0,1.0,barcode_data/0/20201211_1211_rgb.png,20201211_1211_rgb.png,ground_truth,barcode
"(28, 25, 1044, 421)",0,1.0,barcode_data/0/20201211_1212_rgb.png,20201211_1212_rgb.png,ground_truth,barcode
"(29, 6, 917, 514)",0,1.0,barcode_data/0/20201211_1213_rgb.png,20201211_1213_rgb.png,ground_truth,barcode
"(24, 9, 912, 485)",0,1.0,barcode_data/0/20201211_1214_rgb.png,20201211_1214_rgb.png,ground_truth,barcode
"(30, 7, 966, 538)",0,1.0,barcode_data/0/20201211_1215_rgb.png,20201211_1215_rgb.png,ground_truth,barcode
"(33, 21, 916, 512)",0,1.0,barcode_data/0/20201211_1216_rgb.png,20201211_1216_rgb.png,ground_truth,barcode
"(11, 17, 904, 500)",0,1.0,barcode_data/0/20201211_1217_rgb.png,20201211_1217_rgb.png,ground_truth,barcode
"(8, 1, 884, 544)",0,1.0,barcode_data/0/20201211_1218_rgb.png,20201211_1218_rgb.png,ground_truth,barcode
"(8, 5, 840, 554)",0,1.0,barcode_data/0/20201211_1219_rgb.png,20201211_1219_rgb.png,ground_truth,barcode
"(228, 38, 492, 513)",0,1.0,barcode_data/0/20201211_121_rgb.png,20201211_121_rgb.png,ground_truth,barcode
"(154, 10, 913, 645)",0,1.0,barcode_data/0/20201211_1369_rgb.png,20201211_1369_rgb.png,ground_truth,barcode
"(382, 18, 428, 534)",0,1.0,barcode_data/0/20201211_136_rgb.png,20201211_136_rgb.png,ground_truth,barcode
"(142, 30, 942, 613)",0,1.0,barcode_data/0/20201211_1370_rgb.png,20201211_1370_rgb.png,ground_truth,barcode
"(115, 30, 975, 588)",0,1.0,barcode_data/0/20201211_1371_rgb.png,20201211_1371_rgb.png,ground_truth,barcode
"(58, 14, 1116, 645)",0,1.0,barcode_data/0/20201211_1372_rgb.png,20201211_1372_rgb.png,ground_truth,barcode
"(103, 28, 935, 562)",0,1.0,barcode_data/0/20201211_1373_rgb.png,20201211_1373_rgb.png,ground_truth,barcode
"(42, 4, 1020, 599)",0,1.0,barcode_data/0/20201211_1374_rgb.png,20201211_1374_rgb.png,ground_truth,barcode
"(95, 6, 804, 545)",0,1.0,barcode_data/0/20201211_1400_rgb.png,20201211_1400_rgb.png,ground_truth,barcode
"(110, 35, 800, 553)",0,1.0,barcode_data/0/20201211_1401_rgb.png,20201211_1401_rgb.png,ground_truth,barcode
"(133, 28, 800, 517)",0,1.0,barcode_data/0/20201211_1403_rgb.png,20201211_1403_rgb.png,ground_truth,barcode
"(112, 33, 876, 529)",0,1.0,barcode_data/0/20201211_1404_rgb.png,20201211_1404_rgb.png,ground_truth,barcode
"(98, 132, 879, 447)",0,1.0,barcode_data/0/20201211_1469_rgb.png,20201211_1469_rgb.png,ground_truth,barcode
"(402, 99, 416, 490)",0,1.0,barcode_data/0/20201211_146_rgb.png,20201211_146_rgb.png,ground_truth,barcode
"(83, 98, 892, 501)",0,1.0,barcode_data/0/20201211_1470_rgb.png,20201211_1470_rgb.png,ground_truth,barcode
"(101, 97, 928, 486)",0,1.0,barcode_data/0/20201211_1471_rgb.png,20201211_1471_rgb.png,ground_truth,barcode
"(101, 72, 896, 525)",0,1.0,barcode_data/0/20201211_1472_rgb.png,20201211_1472_rgb.png,ground_truth,barcode
"(150, 102, 831, 522)",0,1.0,barcode_data/0/20201211_1473_rgb.png,20201211_1473_rgb.png,ground_truth,barcode
"(53, 92, 968, 505)",0,1.0,barcode_data/0/20201211_1511_rgb.png,20201211_1511_rgb.png,ground_truth,barcode
"(102, 90, 914, 484)",0,1.0,barcode_data/0/20201211_1512_rgb.png,20201211_1512_rgb.png,ground_truth,barcode
"(166, 71, 952, 501)",0,1.0,barcode_data/0/20201211_1513_rgb.png,20201211_1513_rgb.png,ground_truth,barcode
"(390, 123, 428, 453)",0,1.0,barcode_data/0/20201211_151_rgb.png,20201211_151_rgb.png,ground_truth,barcode
"(48, 73, 1064, 531)",0,1.0,barcode_data/0/20201211_1527_rgb.png,20201211_1527_rgb.png,ground_truth,barcode
"(46, 66, 1068, 534)",0,1.0,barcode_data/0/20201211_1528_rgb.png,20201211_1528_rgb.png,ground_truth,barcode
"(411, 108, 480, 485)",0,1.0,barcode_data/0/20201211_153_rgb.png,20201211_153_rgb.png,ground_truth,barcode
"(407, 117, 445, 478)",0,1.0,barcode_data/0/20201211_154_rgb.png,20201211_154_rgb.png,ground_truth,barcode
"(400, 119, 448, 474)",0,1.0,barcode_data/0/20201211_155_rgb.png,20201211_155_rgb.png,ground_truth,barcode
"(294, 228, 892, 359)",0,1.0,barcode_data/0/20201211_1572_rgb.png,20201211_1572_rgb.png,ground_truth,barcode
"(323, 240, 881, 374)",0,1.0,barcode_data/0/20201211_1573_rgb.png,20201211_1573_rgb.png,ground_truth,barcode
"(314, 217, 864, 402)",0,1.0,barcode_data/0/20201211_1574_rgb.png,20201211_1574_rgb.png,ground_truth,barcode
"(333, 213, 855, 415)",0,1.0,barcode_data/0/20201211_1575_rgb.png,20201211_1575_rgb.png,ground_truth,barcode
"(346, 245, 892, 405)",0,1.0,barcode_data/0/20201211_1576_rgb.png,20201211_1576_rgb.png,ground_truth,barcode
"(400, 207, 499, 474)",0,1.0,barcode_data/0/20201211_167_rgb.png,20201211_167_rgb.png,ground_truth,barcode
"(394, 26, 415, 659)",0,1.0,barcode_data/0/20201211_1680_rgb.png,20201211_1680_rgb.png,ground_truth,barcode
"(399, 201, 463, 501)",0,1.0,barcode_data/0/20201211_168_rgb.png,20201211_168_rgb.png,ground_truth,barcode
"(297, 42, 588, 664)",0,1.0,barcode_data/0/20201211_1690_rgb.png,20201211_1690_rgb.png,ground_truth,barcode
"(171, 305, 845, 319)",0,1.0,barcode_data/0/20201211_1709_rgb.png,20201211_1709_rgb.png,ground_truth,barcode
"(334, 216, 556, 489)",0,1.0,barcode_data/0/20201211_170_rgb.png,20201211_170_rgb.png,ground_truth,barcode
"(157, 282, 867, 337)",0,1.0,barcode_data/0/20201211_1710_rgb.png,20201211_1710_rgb.png,ground_truth,barcode
"(196, 300, 824, 280)",0,1.0,barcode_data/0/20201211_1711_rgb.png,20201211_1711_rgb.png,ground_truth,barcode
"(142, 287, 884, 321)",0,1.0,barcode_data/0/20201211_1712_rgb.png,20201211_1712_rgb.png,ground_truth,barcode
"(144, 258, 835, 325)",0,1.0,barcode_data/0/20201211_1713_rgb.png,20201211_1713_rgb.png,ground_truth,barcode
"(91, 282, 887, 327)",0,1.0,barcode_data/0/20201211_1714_rgb.png,20201211_1714_rgb.png,ground_truth,barcode
"(250, 37, 409, 658)",0,1.0,barcode_data/0/20201211_1744_rgb.png,20201211_1744_rgb.png,ground_truth,barcode
"(186, 31, 447, 642)",0,1.0,barcode_data/0/20201211_1745_rgb.png,20201211_1745_rgb.png,ground_truth,barcode
"(181, 66, 481, 641)",0,1.0,barcode_data/0/20201211_1746_rgb.png,20201211_1746_rgb.png,ground_truth,barcode
"(388, 225, 464, 469)",0,1.0,barcode_data/0/20201211_174_rgb.png,20201211_174_rgb.png,ground_truth,barcode
"(414, 376, 804, 306)",0,1.0,barcode_data/0/20201211_1820_rgb.png,20201211_1820_rgb.png,ground_truth,barcode
"(406, 267, 832, 428)",0,1.0,barcode_data/0/20201211_1821_rgb.png,20201211_1821_rgb.png,ground_truth,barcode
"(411, 311, 800, 401)",0,1.0,barcode_data/0/20201211_1822_rgb.png,20201211_1822_rgb.png,ground_truth,barcode
"(417, 340, 840, 367)",0,1.0,barcode_data/0/20201211_1823_rgb.png,20201211_1823_rgb.png,ground_truth,barcode
"(463, 347, 771, 369)",0,1.0,barcode_data/0/20201211_1824_rgb.png,20201211_1824_rgb.png,ground_truth,barcode
"(353, 338, 872, 377)",0,1.0,barcode_data/0/20201211_1825_rgb.png,20201211_1825_rgb.png,ground_truth,barcode
"(417, 317, 839, 371)",0,1.0,barcode_data/0/20201211_1826_rgb.png,20201211_1826_rgb.png,ground_truth,barcode
"(409, 358, 804, 338)",0,1.0,barcode_data/0/20201211_1828_rgb.png,20201211_1828_rgb.png,ground_truth,barcode
"(435, 279, 801, 427)",0,1.0,barcode_data/0/20201211_1829_rgb.png,20201211_1829_rgb.png,ground_truth,barcode
"(404, 151, 456, 489)",0,1.0,barcode_data/0/20201211_182_rgb.png,20201211_182_rgb.png,ground_truth,barcode
"(393, 311, 830, 372)",0,1.0,barcode_data/0/20201211_1830_rgb.png,20201211_1830_rgb.png,ground_truth,barcode
"(462, 331, 752, 357)",0,1.0,barcode_data/0/20201211_1831_rgb.png,20201211_1831_rgb.png,ground_truth,barcode
"(6, 111, 900, 342)",0,1.0,barcode_data/0/20201211_1949_rgb.png,20201211_1949_rgb.png,ground_truth,barcode
"(13, 111, 895, 360)",0,1.0,barcode_data/0/20201211_1950_rgb.png,20201211_1950_rgb.png,ground_truth,barcode
"(32, 128, 913, 364)",0,1.0,barcode_data/0/20201211_1951_rgb.png,20201211_1951_rgb.png,ground_truth,barcode
"(8, 204, 876, 276)",0,1.0,barcode_data/0/20201211_1952_rgb.png,20201211_1952_rgb.png,ground_truth,barcode
"(5, 132, 902, 393)",0,1.0,barcode_data/0/20201211_1953_rgb.png,20201211_1953_rgb.png,ground_truth,barcode
"(10, 153, 895, 390)",0,1.0,barcode_data/0/20201211_1954_rgb.png,20201211_1954_rgb.png,ground_truth,barcode
"(12, 210, 990, 369)",0,1.0,barcode_data/0/20201211_1961_rgb.png,20201211_1961_rgb.png,ground_truth,barcode
"(27, 156, 994, 398)",0,1.0,barcode_data/0/20201211_1962_rgb.png,20201211_1962_rgb.png,ground_truth,barcode
"(272, 23, 668, 636)",0,1.0,barcode_data/0/20201211_1981_rgb.png,20201211_1981_rgb.png,ground_truth,barcode
"(335, 0, 552, 680)",0,1.0,barcode_data/0/20201211_1982_rgb.png,20201211_1982_rgb.png,ground_truth,barcode
"(309, 3, 485, 709)",0,1.0,barcode_data/0/20201211_1983_rgb.png,20201211_1983_rgb.png,ground_truth,barcode
"(353, 27, 483, 659)",0,1.0,barcode_data/0/20201211_1984_rgb.png,20201211_1984_rgb.png,ground_truth,barcode
"(377, 12, 384, 673)",0,1.0,barcode_data/0/20201211_1985_rgb.png,20201211_1985_rgb.png,ground_truth,barcode
"(329, 1, 476, 679)",0,1.0,barcode_data/0/20201211_1986_rgb.png,20201211_1986_rgb.png,ground_truth,barcode
"(352, 0, 385, 677)",0,1.0,barcode_data/0/20201211_1987_rgb.png,20201211_1987_rgb.png,ground_truth,barcode
